1190183638937157633,"4,5 minus!!! Dagen började därför med ett varmt bad för att få igång kroppen. Å då blev det översvämning i heeeela… https://t.co/Ay7z0H43TD",2019-11-01 08:27:46
1190158407510216704,@KristinaSyk Dessutom: När de blir hackade kommer de kunna orsaka översvämning! =),2019-11-01 06:47:31
1189663891183284230,@RSilverfur @ParDalhielm @Salar_H_Afshar avhandling på dagvattenhantering 2019 visade just att åtgärder i enskilda… https://t.co/vjqBGG5lqG,2019-10-30 22:02:29
1189544504476557313,@PeterSellei @lindbergpolemik Det är en #politiskkatastrof som PS är rädda för att rapportera om. Ett vägras eller… https://t.co/gsSAeUpWtO,2019-10-30 14:08:05
1189497987938078720,@ParDalhielm Belysa fakta är en viktig och behövlig  del av debatt. Alla har vi gemensamt intresset att minska över… https://t.co/kDcvaOlhki,2019-10-30 11:03:14
1189492146686119939,@PeterSellei @lindbergpolemik Det är en #politiskkatastrof som PS är rädda för att rapportera om. Ett vägras eller… https://t.co/gsSAeUpWtO,2019-10-30 10:40:02
1189444660835573760,"Är det allt? \n3% av jordens befolkning kan drabbas av översvämning 2050?\nNyss skulle ju jorden gå under vid den tid… https://t.co/lrONRAF1aF",2019-10-30 07:31:20
1189022985677459456,"@anderslindberg Skitprat. Skogsbränderna beror på dålig forest management, man ska ta bort gamla döda träd och växt… https://t.co/LvMjt847uG",2019-10-29 03:35:45
1188856139326377984,@hallbergs_tanke @FMannerheim @Nilsson2Jonas Ja det är ju det som är jobbet. Om det är översvämning är det mot den… https://t.co/EtVNq9IpAm,2019-10-28 16:32:46
1188580538208182273,En svår översvämning i centrala Somalia igen. Staden Beledwayne ligger under vatten. Tio tusen tals berörs och förl… https://t.co/RtBDNwCQYG,2019-10-27 22:17:37
1188495585122357249,"@asaplsnr Ursula K Leguins “The word for the world is forest”, Barbara Kingsolvers “Flight behaviour”, Jeffrey Euge… https://t.co/z8k73anCCR",2019-10-27 16:40:03
1188362271560523776,Rv 73 Nynäsvägen (Trafikstörning) Översvämning. Trafikplats Gubbängen båda riktningarna https://t.co/nFBMjCC0VG,2019-10-27 07:50:18
1188100745314344961,"Jennifer, Nybrink, Lövgren formlös, gardera sig efter lopp, med """" kört i halsen"" översvämning i badkaret?",2019-10-26 14:31:06
1188065867801731073,@Walexe3 Hehe. Yup. När väl Jimmie är statsminister blir det andra bullar…:). Då får vi kämpa mot staten i alla des… https://t.co/SDvDfqKmet,2019-10-26 12:12:30
1188035299756171265,Det finns i kilskrift från bla Babylon berättelser om en stor översvämning. Om en gud som gav en person instruktion… https://t.co/2qYtReg63t,2019-10-26 10:11:02
1188008007952719873,E4 Uppsalavägen (Trafikstörning) Översvämning. Trafikplats Frösunda (168) i riktning mot Uppsala https://t.co/gwJ24bv7tw,2019-10-26 08:22:35
1188000177161932800,Lv 275 Brommaplan till Bergslagsvägen/Beckombergavägen (Trafikstörning) Översvämning. https://t.co/obz8ELRhp8,2019-10-26 07:51:28
1187987897284206592,E6.21 Göteborg (Trafikstörning) Översvämning. Brunnsbomotet i riktning mot Ringömotet https://t.co/XxFmnSaeSb,2019-10-26 07:02:41
1187854827616899072,@Hockeydynamit @Luddesjberg @pilsnerfilm @RWallin95 Har du gråtit klart Dynamiten?... blir fan nästan översvämning… https://t.co/ZO0r9KzTDY,2019-10-25 22:13:54
1187706119113838592,Stort intresse för hur Näset ska vallas in #översvämning #havsnivåhöjning #swegreen #swepol #vallar #försäkring… https://t.co/YzH7QsxL3D,2019-10-25 12:22:59
1187662127634485248,De som monomant predikar om att invandring är bra har såklart rätt. På samma sätt som den har rätt som mitt i en en… https://t.co/yl7tHYUF4Y,2019-10-25 09:28:11
1187636492564340736,Minns ni när det regnade så mycket att det blev översvämning och människor badade på centralstationen i Uppsala,2019-10-25 07:46:19
1187629853648011264,"Vidrigt regn i 2dagar\nDock 16 gr.\nMen sydfrankrike fått mer regn, översvämning överallt.\nSka inte klaga men van vid… https://t.co/fDeJm6bbgp",2019-10-25 07:19:56
1187358610948612101,@livetutanptsd Traumabehandlingen var så jobbigt idag att jag fick svårt att andas och hugg i hjärtat. Nu gråter ja… https://t.co/Ebq6pOixSG,2019-10-24 13:22:07
